Highest Layer,Transport Layer,Dest IP,Source IP,Dest Port,Source Port,Packet Length,Packets/Time,Target
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.39,225.3.3.3,62225,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,62225,53,61,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,fe80::7186:979b:15e7:a8e6,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
udp,udp,fe80::105b:6e11:b027:7a4b,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.39,225.3.3.3,12323,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,12323,53,61,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,60,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,fe80::105b:6e11:b027:7a4b,ff02::1:2,546,547,137,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,fe80::105b:6e11:b027:7a4b,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,fe80::105b:6e11:b027:7a4b,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10262,22,76,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.39,225.3.3.3,38283,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,38283,53,61,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10263,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.203,192.168.3.255,138,138,211,1,0
udp,udp,192.168.3.209,192.168.3.255,138,138,211,1,0
udp,udp,192.168.3.205,192.168.3.255,138,138,211,1,0
udp,udp,192.168.3.207,192.168.3.255,138,138,211,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,fe80::105b:6e11:b027:7a4b,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10266,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.248,192.168.3.255,138,138,226,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10269,22,76,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.248,192.168.3.255,138,138,226,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.248,192.168.3.255,138,138,226,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,fe80::7186:979b:15e7:a8e6,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.248,192.168.3.255,138,138,226,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,76,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.248,192.168.3.255,138,138,226,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.39,225.3.3.3,33168,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,33168,53,61,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10141,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10143,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,60,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,fe80::105b:6e11:b027:7a4b,ff02::1:2,546,547,137,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.14,192.168.3.255,137,137,78,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.39,225.3.3.3,33702,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,33702,53,61,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,76,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,60,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.39,225.3.3.3,62341,53,61,1,0
udp,udp,192.168.3.39,225.3.3.3,62341,53,61,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,52,1,0
tcp,tcp,58.60.1.42,192.168.3.50,36825,22,40,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
udp,udp,192.168.3.206,192.168.3.255,5010,5010,116,1,0
tcp,tcp,58.60.1.42,192.168.3.50,10137,22,40,1,0
udp,udp,192.168.3.207,192.168.3.255,5010,5010,116,1,0
